node,shortest_time_min,best_station_column,best_station_number
459498941,4.5630408862502465,station_7,7.0
459498949,4.70465148659142,station_7,7.0
459498954,4.94313810141496,station_7,7.0
459498957,3.509742427381176,station_7,7.0
459498976,4.459132779177889,station_7,7.0
459498978,4.36639259055426,station_7,7.0
459498988,4.53493666114184,station_7,7.0
459498990,4.470622967610711,station_7,7.0
460430473,3.139348780638938,station_7,7.0
460430503,3.674322043527377,station_7,7.0
460430511,3.844175422710834,station_7,7.0
460430542,4.5267300726682524,station_7,7.0
460430547,3.406523537470966,station_7,7.0
460430566,3.6988461155904755,station_7,7.0
460430568,3.777494516426311,station_7,7.0
460430579,3.776244511750273,station_7,7.0
460430617,4.091136324763485,station_7,7.0
460430622,4.09513940517558,station_7,7.0
460430631,3.996263764582627,station_7,7.0
460430644,3.6050318502137597,station_7,7.0
460430652,3.824513829642338,station_7,7.0
460430656,3.6261460096798515,station_7,7.0
460430660,3.749744285461843,station_7,7.0
460430663,3.7465425653829896,station_7,7.0
460430671,3.8982347083462288,station_7,7.0
460430695,4.031752408710099,station_7,7.0
460430699,4.259138787791447,station_7,7.0
460430708,4.274972696048682,station_7,7.0
460430721,4.338619579231264,station_7,7.0
460430726,4.30699703563171,station_7,7.0
460430744,4.479617831807686,station_7,7.0
460430748,4.5297428179090256,station_7,7.0
460430758,4.408333950138986,station_7,7.0
460430763,4.378374785025006,station_7,7.0
460430766,4.319459190779666,station_7,7.0
